Tweet Text
"Watch a live spacewalk! 
@NASA_Astronauts
 Tracy C. Dyson and 
@DominickMatthew
 will work on science and maintenance outside the 
@Space_Station
 for about 6.5 hours: https://go.nasa.gov/4ei2sMF"
"There is no emergency situation going on aboard the International Space Station. At approximately 5:28 p.m. CDT, audio was aired on the NASA livestream from a simulation audio channel on the ground indicating a crew member was experiencing effects related to decompression"
"“We’re building a blueprint for exploring the solar system.”

Take a deep dive into the #Artemis missions to the Moon with NASA’s chief exploration scientist Jacob Bleacher on the most recent episode of our Small Steps, Giant Leaps podcast. https://go.nasa.gov/4elS4DB"
"Ad astra. 
Ed Stone, former director of JPL and longtime 
@NASAVoyager
 project scientist, has passed away. He will forever be an inspiration to all who #DareMightyThings. https://go.nasa.gov/3z7XiCH"
"LIVE: We're talking about a series of spacewalks we'll be conducting outside the 
@Space_Station
 over the next several weeks. 

Visit https://go.nasa.gov/3VgjqCh for more info and share your questions for the team with #AskNASA."
"LIVE: Watch as a crewed 
@BoeingSpace
 #Starliner spacecraft docks to the 
@Space_Station
 for the first time. Docking is targeted for 12:15pm ET (1615 UTC), followed by welcoming remarks from 
@NASA_Astronauts
 Butch Wilmore and Suni Williams."
"Docking confirmed!
@BoeingSpace
's #Starliner docked to the forward-facing port of the 
@Space_Station
's Harmony module at 1:34pm ET (1734 UTC). 
@NASA_Astronauts
 Butch Wilmore and Suni Williams will soon make their way into the orbital laboratory, where they'll spend about a week."
"That feeling when you're back on the station! 
 
@NASA_Astronauts
 Butch Wilmore and Suni Williams are greeted by the 
@Space_Station
 crew after  
@BoeingSpace
 #Starliner's first crewed journey from Earth."
"The #Starliner spacecraft is performing its careful approach to the 
@Space_Station
 with 
@NASA_Astronauts
 Butch Wilmore and Suni Williams. After conducting a series of reaction control system thruster tests, four thrusters were recovered from five that had gone out.

The"
"#Starliner will autonomously remain at 200 meters as teams evaluate data prior to docking to 
@Space_Station
. The next docking opportunity opens at 1:33 p.m. ET."
"Mission managers met this morning and polled go for the 
@BoeingSpace
 #Starliner spacecraft to dock to the space station at 12:15pm ET today. They reveiewed the vehicle's status and continue monitoring manifold leak rates."
"Good morning, #Starliner crew! 
@NASA_Astronauts
 Butch Wilmore and 
@Astro_Suni
 have ended their crew sleep period. They'll have a couple more hours to rest before they prepare for docking to 
@Space_Station
 which is on track for 12:15 p.m. ET."
"Starliner is on its way — congratulations to the team.

Today’s launch marks an important milestone for the future of human spaceflight. Butch and Suni, you represent America’s leadership into the cosmos and make us proud. Safe travels on your mission."
"The #Starliner crew continues to make their way to the 
@Space_Station
 and are in a sleep period. Teams have identified three helium leaks on the spacecraft. One of these was previously discussed before flight along with a management plan. The other two are new since the"
"Behold: An #Artemis Moon tree!
 
Today, the Artemis II crew attended the dedication of an American Sweetgum tree that was grown from a seed that flew around the Moon during the Artemis I mission."
"“Roads? Where we're going, we don't need roads..."" 

Thank you 
@DocBrownLloyd
 for visiting us at NASA’s Johnson Space Center!"
"Listen as experts give an update on 
@NASAHubble
 operations: https://youtu.be/LP5p5C8bVWI"
"How a space telescope comes together 

We're testing and integrating key components of 
@NASARoman
, which will launch later this decade to study dark energy and spot worlds beyond our solar system. Learn more about Roman's mission: https://go.nasa.gov/3Ks5joq"
"We're holding a teleconference at 4pm ET (2000 UTC) on Tuesday, June 4, to provide an update on operations for 
@NASAHubble
: https://go.nasa.gov/4aShANH

We anticipate Hubble will continue making discoveries throughout this decade and into the next."
"A nursery of stars, caught in NASA's Webb 

Nicknamed the Tarantula Nebula, this star-forming region was observed by our 
@NASAWebb
 telescope in 2022. Learn more about what makes this nebula special: https://go.nasa.gov/3KqA0ur"
"We're now targeting 10:52am ET (1452 UTC) on June 5 for the launch of our 
@BoeingSpace
 #Starliner Crew Flight Test. The 
@ULALaunch
 teams have addressed the issue that resulted in the scrub of the June 1 launch attempt.

Get more details: http://go.nasa.gov/453AP5X"
